build_year,build_year_cat,building_state,facades,garden,living_area,locality_name,number_bedrooms,postal_code,price,property_type,province,swimming_pool,terrace
,,nan,,1,78.0,Koksijde,1.0,8670.0,384600.0,apartment,West Flanders,0,1.0
,,Normal,2.0,0,45.0,Ukkel,1.0,1180.0,199000.0,studio,Brussels Capital Region,0,0.0
1927.0,1920s,Normal,2.0,0,73.0,Etterbeek,1.0,1040.0,285000.0,apartment,Brussels Capital Region,0,1.0
,,New,4.0,1,104.0,Noorderwijk,3.0,2200.0,339000.0,apartment,Antwerp,0,1.0
1973.0,1970s,Fully renovated,,0,80.0,Jette,2.0,1090.0,238000.0,apartment,Brussels Capital Region,0,1.0
2001.0,2000s,nan,3.0,1,156.0,Zemst,2.0,1980.0,449000.0,residence,Flemish Brabant,0,0.0
,,Normal,,0,49.0,Ciney,1.0,5590.0,185530.0,apartment,Namur,0,0.0
,,New,3.0,1,150.0,Serskamp,3.0,9260.0,425554.0,residence,East Flanders,0,0.0
,,nan,4.0,1,321.0,Berlaar,4.0,2590.0,1235000.0,residence,Antwerp,0,1.0
1994.0,1990s,New,4.0,1,235.0,Genval,2.0,1332.0,995000.0,apartment,Walloon Brabant,0,1.0
1977.0,1970s,To renovate,,0,86.0,Woluwe-saint-Etienne,2.0,1932.0,245000.0,apartment,Flemish Brabant,0,1.0
,,Normal,,1,,Florenville,2.0,6820.0,150000.0,apartment,Luxembourg,0,0.0
1983.0,1980s,nan,4.0,1,148.0,Barvaux-sur-Ourthe,5.0,6940.0,295000.0,chalet,Luxembourg,0,1.0
,,New,3.0,1,148.0,Deinze,3.0,9800.0,383011.0,residence,East Flanders,0,0.0
2021.0,2020s,New,2.0,0,98.0,Diepenbeek,2.0,3590.0,287612.0,duplex,Limburg,0,1.0
2015.0,2010s,Excellent,,0,57.0,Geel,1.0,2440.0,195000.0,apartment,Antwerp,0,1.0
,,New,,0,95.0,Halen,2.0,3545.0,282300.0,apartment,Limburg,0,1.0
,,New,3.0,0,89.0,Angleur,2.0,4031.0,299000.0,apartment,Liège,0,1.0
2024.0,2020s,New,3.0,1,92.0,Barvaux-sur-Ourthe,2.0,6940.0,285380.0,apartment,Luxembourg,0,1.0
2025.0,2020s,New,2.0,1,131.0,Brussels,2.0,1000.0,790000.0,ground,Brussels Capital Region,0,1.0
2003.0,2000s,nan,4.0,1,217.0,Resteigne,6.0,6927.0,455000.0,residence,Luxembourg,0,1.0
,,New,4.0,1,84.0,Franiere,2.0,5150.0,253000.0,apartment,Namur,0,1.0
,,Normal,2.0,1,103.0,Marbais,2.0,1495.0,210000.0,residence,Walloon Brabant,0,1.0
2025.0,2020s,New,3.0,1,146.0,Wondelgem,3.0,9032.0,465000.0,penthouse,East Flanders,0,1.0
,,New,2.0,1,144.0,Oudergem,3.0,1160.0,997000.0,apartment,Brussels Capital Region,0,1.0
,,Normal,3.0,1,95.0,Vaux-sous-Chèvremont,1.0,4051.0,195000.0,residence,Liège,0,1.0
,,New,4.0,1,90.0,Ruisbroek,2.0,2870.0,273255.0,apartment,Antwerp,0,1.0
,,nan,4.0,1,,Saint-Gérard,4.0,5640.0,100000.0,residence,Namur,0,0.0
1850.0,1800s,To renovate,2.0,1,140.0,Cerfontaine,3.0,5630.0,90000.0,residence,Namur,0,1.0
,,Excellent,3.0,0,103.0,Liege,2.0,4020.0,195000.0,apartment,Liège,0,1.0
,,New,2.0,0,84.0,Liege,2.0,4000.0,274000.0,apartment,Liège,0,1.0
,,nan,,0,,Lippelo,,2890.0,299000.0,nan,Antwerp,0,
,,New,,0,96.0,Aywaille,3.0,4920.0,305000.0,apartment,Liège,0,1.0
,,New,,1,153.0,Hasselt,2.0,3500.0,577000.0,penthouse,Limburg,0,1.0
,,New,4.0,0,167.0,La Roche-en-Ardenne,3.0,6980.0,395000.0,apartment,Luxembourg,0,1.0
,,nan,,0,,Chaumont-Gistoux,,1325.0,316960.0,nan,Walloon Brabant,0,
,,New,,0,114.0,Liege,2.0,4000.0,339000.0,apartment,Liège,0,1.0
,,Normal,,1,156.0,Anhée,4.0,5537.0,230000.0,residence,Namur,0,1.0
,,nan,,0,,Baasrode,,9200.0,420000.0,nan,East Flanders,0,
2024.0,2020s,New,2.0,0,93.0,Leopoldsburg,2.0,3970.0,320000.0,apartment,Limburg,0,1.0
1997.0,1990s,Fully renovated,,0,25.0,Blankenberge,0.0,8370.0,140000.0,studio,West Flanders,0,1.0
,,Excellent,,1,110.0,Kortrijk,3.0,8500.0,339500.0,apartment,West Flanders,0,1.0
,,New,,1,110.0,Oudergem,2.0,1160.0,650000.0,ground,Brussels Capital Region,0,1.0
,,nan,3.0,0,120.0,Laken,2.0,1020.0,354900.0,apartment,Brussels Capital Region,0,1.0
1976.0,1970s,To renovate,4.0,1,274.0,Heusden-Zolder,4.0,3550.0,495000.0,villa,Limburg,0,0.0
,,Normal,2.0,1,175.0,Ronse,2.0,9600.0,180000.0,residence,East Flanders,0,0.0
,,nan,3.0,1,100.0,Arlon,3.0,6700.0,375000.0,residence,Luxembourg,0,1.0
,,Excellent,2.0,0,124.0,Malmedy,3.0,4960.0,349000.0,apartment,Liège,0,1.0
,,nan,3.0,1,380.0,Arlon,7.0,6700.0,595000.0,residence,Luxembourg,0,1.0
,,Normal,,0,97.0,Borgerhout,2.0,2140.0,208000.0,apartment,Antwerp,0,1.0
2020.0,2020s,nan,3.0,1,157.0,Kortessem,3.0,3720.0,389000.0,residence,Limburg,0,1.0
,,New,,0,65.0,Leopoldsburg,1.0,3970.0,225000.0,apartment,Limburg,0,1.0
,,nan,,0,365.0,Mariembourg,10.0,5660.0,120000.0,residence,Namur,0,0.0
,,nan,,1,79.0,Liege,2.0,4020.0,234500.0,apartment,Liège,0,1.0
,,New,2.0,1,133.0,Meerhout,3.0,2450.0,345000.0,residence,Antwerp,0,1.0
1994.0,1990s,nan,,0,125.0,Aarschot,3.0,3200.0,298000.0,apartment,Flemish Brabant,0,1.0
,,New,2.0,1,90.0,Beveren,2.0,9120.0,338500.0,apartment,East Flanders,0,0.0
1965.0,1960s,Excellent,2.0,1,115.0,Alleur,3.0,4432.0,265000.0,residence,Liège,0,1.0
,,New,,0,128.0,Liege,3.0,4020.0,364000.0,loft,Liège,0,1.0
,,Excellent,,0,105.0,Knokke,3.0,8300.0,825000.0,apartment,West Flanders,0,1.0
2018.0,2010s,Excellent,,1,58.0,Halle,1.0,1500.0,175000.0,apartment,Flemish Brabant,1,0.0
1963.0,1960s,nan,3.0,1,170.0,Nijlen,4.0,2560.0,349000.0,residence,Antwerp,0,1.0
,,New,3.0,1,78.0,Wondelgem,2.0,9032.0,289000.0,apartment,East Flanders,0,1.0
2025.0,2020s,New,2.0,1,103.0,Nevele,3.0,9850.0,424600.0,apartment,East Flanders,0,1.0
1850.0,1800s,To renovate,4.0,0,,Bastogne,3.0,6600.0,250000.0,residence,Luxembourg,0,0.0
1850.0,1800s,To renovate,2.0,1,142.0,Jauche,3.0,1350.0,245000.0,residence,Walloon Brabant,0,1.0
1978.0,1970s,Normal,2.0,0,103.0,Maasmechelen,2.0,3630.0,309000.0,apartment,Limburg,0,1.0
,,New,4.0,0,64.0,Pont-à-Celles,1.0,6230.0,188500.0,apartment,Hainaut,0,1.0
1969.0,1960s,To restore,4.0,1,,Vlezenbeek,1.0,1602.0,445000.0,residence,Flemish Brabant,0,0.0
2025.0,2020s,nan,,0,24.0,Bouillon,2.0,6830.0,44950.0,residence,Luxembourg,0,
2021.0,2020s,Normal,,1,215.0,Laakdal,4.0,2430.0,489000.0,residence,Antwerp,0,0.0
1962.0,1960s,To renovate,4.0,1,150.0,Waregem,3.0,8790.0,295000.0,residence,West Flanders,0,1.0
1989.0,1980s,Excellent,4.0,1,150.0,Tremelo,3.0,3120.0,540000.0,residence,Flemish Brabant,0,1.0
2025.0,2020s,New,2.0,1,133.0,Roeselare,3.0,8800.0,470960.0,apartment,West Flanders,0,1.0
1899.0,1800s,To renovate,3.0,1,91.0,Lier,2.0,2500.0,199000.0,residence,Antwerp,0,1.0
,,nan,,0,94.0,Avelgem,2.0,8580.0,285000.0,apartment,West Flanders,0,1.0
2014.0,2010s,nan,,0,85.0,Geel,2.0,2440.0,245000.0,apartment,Antwerp,0,1.0
,,New,2.0,1,128.0,Herentals,3.0,2200.0,460000.0,penthouse,Antwerp,0,1.0
,,nan,4.0,1,121.0,Dilsen-Stokkem,3.0,3650.0,352571.0,residence,Limburg,0,1.0
,,nan,,0,,Martelange,,6630.0,450000.0,residence,Luxembourg,0,
,,New,,1,123.0,Gembloux,3.0,5030.0,515000.0,apartment,Namur,0,1.0
,,nan,,0,,Liege,2.0,4000.0,420000.0,penthouse,Liège,0,0.0
,,New,2.0,1,60.0,Herentals,1.0,2200.0,220000.0,ground,Antwerp,0,1.0
,,New,,0,109.0,Namur,2.0,5000.0,384335.0,apartment,Namur,0,1.0
,,New,,0,83.0,Angleur,2.0,4031.0,255000.0,apartment,Liège,0,1.0
1997.0,1990s,nan,,1,611.0,Sterrebeek,4.0,1933.0,975000.0,residence,Flemish Brabant,0,1.0
,,nan,,1,98.0,Mortsel,2.0,2640.0,239000.0,apartment,Antwerp,0,1.0
1909.0,1900s,Normal,2.0,1,361.0,Sint-Lambrechts-Woluwe,5.0,1200.0,790000.0,master,Brussels Capital Region,0,1.0
,,Fully renovated,,1,362.0,Flémalle,6.0,4400.0,430000.0,master,Liège,0,1.0
2024.0,2020s,New,2.0,1,88.0,Heusden-Zolder,1.0,3550.0,275000.0,apartment,Limburg,0,1.0
,,New,,1,120.0,Verlée,3.0,5370.0,275000.0,residence,Namur,0,0.0
,,nan,3.0,0,143.0,Assesse,3.0,5330.0,389000.0,apartment,Namur,0,1.0
,,New,4.0,1,61.0,Antwerp,1.0,2050.0,219500.0,apartment,Antwerp,0,1.0
1954.0,1950s,To renovate,2.0,0,127.0,Groot-Bijgaarden,3.0,1702.0,285000.0,residence,Flemish Brabant,0,1.0
,,nan,,0,,Dilsen-Stokkem,,3650.0,240910.0,nan,Limburg,0,
1970.0,1970s,To renovate,4.0,1,143.0,Rhisnes,4.0,5080.0,289000.0,bungalow,Namur,0,1.0
,,nan,,1,143.0,Aarsele,3.0,8700.0,363000.0,residence,West Flanders,0,0.0
,,Normal,,1,90.0,Sosoye,2.0,5537.0,215000.0,residence,Namur,0,1.0
,,New,2.0,0,100.0,Geel,2.0,2440.0,319200.0,apartment,Antwerp,0,1.0
,,nan,,0,,Fernelmont,,5380.0,400000.0,nan,Namur,0,
2024.0,2020s,New,3.0,1,169.0,Oostkamp,4.0,8020.0,394450.0,residence,West Flanders,0,1.0
,,nan,,0,168.0,Merksem,3.0,2170.0,279000.0,residence,Antwerp,0,0.0
,,nan,,0,102.0,Liege,2.0,4020.0,289000.0,apartment,Liège,0,1.0
2025.0,2020s,New,3.0,1,90.0,Oostakker,2.0,9041.0,369000.0,apartment,East Flanders,0,1.0
1979.0,1970s,Normal,3.0,1,155.0,Roosdaal,3.0,1760.0,449000.0,residence,Flemish Brabant,0,1.0
,,nan,,0,,Ans,2.0,4430.0,294000.0,apartment,Liège,0,1.0
,,New,2.0,0,120.0,Gentbrugge,3.0,9050.0,509000.0,apartment,East Flanders,0,1.0
,,Normal,,1,137.0,Mortsel,2.0,2640.0,324900.0,residence,Antwerp,0,0.0
1959.0,1950s,Normal,,1,175.0,Kapellen,3.0,2950.0,399000.0,residence,Antwerp,0,1.0
,,nan,,0,79.0,Koksijde,1.0,8670.0,315400.0,apartment,West Flanders,0,1.0
,,New,3.0,1,145.0,Leopoldsburg,3.0,3970.0,327000.0,residence,Limburg,0,0.0
,,Normal,,0,61.0,Antwerp,1.0,2000.0,245000.0,apartment,Antwerp,0,0.0
1930.0,1930s,To renovate,2.0,1,143.0,Liege,4.0,4000.0,189000.0,residence,Liège,0,1.0
,,nan,2.0,0,76.0,Chimay,1.0,6460.0,218800.0,apartment,Hainaut,0,1.0
2008.0,2000s,Excellent,2.0,1,145.0,Genappe,4.0,1470.0,450000.0,residence,Walloon Brabant,0,1.0
,,Normal,4.0,0,74.0,Liege,2.0,4000.0,259900.0,apartment,Liège,0,1.0
1986.0,1980s,Excellent,,1,172.0,De Haan,3.0,8420.0,1840000.0,apartment,West Flanders,0,1.0
1906.0,1900s,Excellent,3.0,0,360.0,Brussels,5.0,1000.0,1490000.0,residence,Brussels Capital Region,0,1.0
2008.0,2000s,Normal,4.0,1,318.0,Merelbeke,4.0,9820.0,895000.0,residence,East Flanders,0,1.0
,,Normal,3.0,1,261.0,Ophain-Bois-Seigneur-Isaac,5.0,1421.0,495000.0,residence,Walloon Brabant,0,1.0
,,Normal,4.0,1,114.0,Florennes,3.0,5620.0,199000.0,villa,Namur,0,0.0
,,New,2.0,0,88.0,Antwerp,2.0,2018.0,289000.0,apartment,Antwerp,0,1.0
1950.0,1950s,Normal,4.0,1,150.0,Zoersel,3.0,2980.0,499000.0,residence,Antwerp,0,1.0
,,Normal,3.0,1,322.0,Grâce-Hollogne,8.0,4460.0,349000.0,mixed,Liège,0,
,,Excellent,4.0,1,,Anseremme,4.0,5500.0,395000.0,villa,Namur,1,1.0
,,Normal,2.0,1,107.0,Mol,3.0,2400.0,329000.0,apartment,Antwerp,0,1.0
,,New,4.0,0,65.0,Namur,1.0,5000.0,259000.0,apartment,Namur,0,1.0
1963.0,1960s,To renovate,3.0,0,260.0,Genappe,3.0,1470.0,245000.0,mixed,Walloon Brabant,0,0.0
1897.0,1800s,To renovate,,1,153.0,Kapelle-op-den-Bos,2.0,1880.0,299000.0,residence,Flemish Brabant,0,0.0
,,New,2.0,0,98.0,Kinrooi,2.0,3640.0,245000.0,apartment,Limburg,0,1.0
,,New,3.0,1,168.0,Sint-Eloois-Vijve,3.0,8793.0,351500.0,residence,West Flanders,0,1.0
2023.0,2020s,New,,1,109.0,Nivelles,2.0,1400.0,418471.0,apartment,Walloon Brabant,0,1.0
2008.0,2000s,Normal,2.0,1,120.0,Tubize,3.0,1480.0,250000.0,apartment,Walloon Brabant,0,1.0
2016.0,2010s,Excellent,,0,58.0,Evere,1.0,1140.0,235000.0,apartment,Brussels Capital Region,0,0.0
,,Normal,4.0,1,166.0,Manhay,4.0,6960.0,255000.0,residence,Luxembourg,0,1.0
1933.0,1930s,Normal,3.0,1,,Herstal,2.0,4040.0,239000.0,mixed,Liège,0,1.0
,,nan,,0,86.0,Tintigny,2.0,6730.0,150000.0,apartment,Luxembourg,0,0.0
1875.0,1800s,Normal,4.0,1,,Sainte-Ode,4.0,6680.0,395000.0,cottage,Luxembourg,0,0.0
,,New,,0,118.0,Breendonk,3.0,2870.0,319000.0,apartment,Antwerp,0,1.0
2026.0,2020s,New,2.0,1,86.0,Koningshooikt,1.0,2500.0,290000.0,ground,Antwerp,0,1.0
1996.0,1990s,nan,4.0,1,260.0,Malle,4.0,2390.0,590000.0,villa,Antwerp,0,1.0
1960.0,1960s,To renovate,2.0,0,183.0,Elsene,4.0,1050.0,729000.0,apartment,Brussels Capital Region,0,1.0
,,Excellent,2.0,0,80.0,Brussels,2.0,1000.0,235000.0,apartment,Brussels Capital Region,0,0.0
,,New,,0,110.0,Juprelle,2.0,4450.0,266162.0,apartment,Liège,0,1.0
1962.0,1960s,To renovate,4.0,1,195.0,Sint-Genesius-Rode,3.0,1640.0,525000.0,residence,Flemish Brabant,0,1.0
1951.0,1950s,Excellent,4.0,1,153.0,Braine-l'Alleud,3.0,1420.0,535000.0,villa,Walloon Brabant,0,1.0
,,New,2.0,0,84.0,Liege,2.0,4000.0,287000.0,apartment,Liège,0,1.0
,,New,,0,70.0,Ans,1.0,4430.0,228500.0,apartment,Liège,0,1.0
1970.0,1970s,nan,2.0,1,150.0,Sint-Genesius-Rode,2.0,1640.0,575000.0,residence,Flemish Brabant,0,1.0
,,New,,0,84.0,Namur,2.0,5000.0,365000.0,apartment,Namur,0,1.0
1994.0,1990s,nan,4.0,1,165.0,Libin,3.0,6890.0,479000.0,residence,Luxembourg,0,1.0
1978.0,1970s,nan,2.0,1,255.0,Halle,6.0,1500.0,520000.0,residence,Flemish Brabant,0,1.0
1992.0,1990s,nan,,1,124.0,Koksijde,3.0,8670.0,420000.0,apartment,West Flanders,0,1.0
,,nan,,0,,Astene,,9800.0,363000.0,nan,East Flanders,0,
,,Excellent,4.0,1,134.0,Vencimont,3.0,5575.0,284000.0,residence,Namur,0,1.0
1988.0,1980s,Excellent,2.0,1,105.0,Saint-Nicolas,3.0,4420.0,264000.0,apartment,Liège,1,1.0
,,To renovate,,1,160.0,Liege,3.0,4000.0,229000.0,residence,Liège,0,0.0
1980.0,1980s,nan,4.0,0,121.0,Fontaine-l'Évêque,3.0,6140.0,185000.0,apartment,Hainaut,0,1.0
,,New,4.0,0,80.0,Fléron,1.0,4620.0,252000.0,apartment,Liège,0,1.0
,,nan,,0,,Leignon,,5590.0,980000.0,apartment,Namur,0,1.0
,,New,,0,68.0,Ciney,1.0,5590.0,246010.0,apartment,Namur,0,1.0
1997.0,1990s,Excellent,,0,76.0,Knokke,2.0,8300.0,1295000.0,apartment,West Flanders,0,1.0
2025.0,2020s,nan,2.0,1,168.0,Deerlijk,3.0,8540.0,315000.0,residence,West Flanders,0,1.0
1874.0,1800s,Normal,3.0,1,206.0,Boignée,4.0,5140.0,399000.0,residence,Namur,0,1.0
,,Excellent,2.0,1,139.0,Ronse,3.0,9600.0,371884.0,residence,East Flanders,0,1.0
,,Excellent,,1,61.0,Vivegnis,2.0,4683.0,179000.0,apartment,Liège,0,1.0
,,New,3.0,1,137.0,Thieu,3.0,7070.0,323000.0,residence,Hainaut,0,1.0
1970.0,1970s,Normal,2.0,1,186.0,Vosselaar,3.0,2350.0,399000.0,residence,Antwerp,0,1.0
,,Normal,,1,185.0,Comblain-Fairon,2.0,4180.0,189000.0,residence,Liège,0,1.0
2009.0,2000s,Normal,,0,65.0,De Panne,2.0,8660.0,219000.0,apartment,West Flanders,0,1.0
,,New,,1,106.0,Mons,3.0,7000.0,315000.0,apartment,Hainaut,0,1.0
1931.0,1930s,To renovate,2.0,0,55.0,Ukkel,2.0,1180.0,220000.0,apartment,Brussels Capital Region,0,
2025.0,2020s,New,3.0,1,156.0,Huldenberg,3.0,3040.0,428000.0,residence,Flemish Brabant,0,1.0
,,nan,2.0,0,134.0,Jamioulx,3.0,6120.0,442500.0,apartment,Hainaut,0,1.0
2012.0,2010s,Excellent,2.0,0,56.0,Kontich,1.0,2550.0,157000.0,apartment,Antwerp,1,1.0
,,Excellent,,0,93.0,Welkenraedt,2.0,4840.0,275200.0,apartment,Liège,0,1.0
,,Normal,3.0,1,129.0,Musson,3.0,6750.0,374000.0,residence,Luxembourg,0,1.0
,,New,,1,92.0,Mons,2.0,7000.0,270000.0,apartment,Hainaut,0,1.0
1885.0,1800s,Excellent,4.0,1,275.0,Hombeek,5.0,2811.0,1290000.0,residence,Antwerp,1,1.0
,,To renovate,4.0,1,,Amonines,5.0,6997.0,175000.0,cottage,Luxembourg,0,
,,Normal,2.0,1,237.0,Sint-Niklaas,3.0,9100.0,375000.0,residence,East Flanders,0,1.0
,,To renovate,,1,175.0,Agimont,5.0,5544.0,220000.0,residence,Namur,0,1.0
1967.0,1960s,Normal,3.0,0,112.0,Aywaille,2.0,4920.0,199000.0,apartment,Liège,0,0.0
1831.0,1800s,nan,2.0,1,270.0,Arlon,5.0,6700.0,580000.0,residence,Luxembourg,0,1.0
,,nan,,0,,Namur,,5000.0,207000.0,nan,Namur,0,
,,To renovate,3.0,1,190.0,Gourdinne,3.0,5651.0,199000.0,residence,Namur,0,1.0
,,nan,,0,,Gembloux,,5030.0,194000.0,nan,Namur,0,
,,New,4.0,1,114.0,Noorderwijk,3.0,2200.0,375000.0,apartment,Antwerp,0,1.0
,,New,2.0,0,87.0,Mons,2.0,7000.0,230000.0,apartment,Hainaut,0,1.0
,,New,2.0,0,111.0,Oostende,3.0,8400.0,319000.0,apartment,West Flanders,0,1.0
1985.0,1980s,Excellent,2.0,1,68.0,Knokke,2.0,8300.0,1295000.0,apartment,West Flanders,0,1.0
,,New,,1,124.0,Gembloux,3.0,5030.0,445000.0,apartment,Namur,0,1.0
,,New,2.0,0,94.0,Leopoldsburg,2.0,3970.0,315000.0,apartment,Limburg,0,1.0
2025.0,2020s,New,,0,121.0,Pelt,2.0,3900.0,344500.0,apartment,Limburg,0,1.0
2018.0,2010s,nan,,0,,Roeselare,2.0,8800.0,259000.0,apartment,West Flanders,0,1.0
,,New,,0,93.0,Avelgem,2.0,8580.0,285000.0,apartment,West Flanders,0,1.0
2025.0,2020s,Excellent,,1,91.0,Antwerp,2.0,2018.0,489000.0,apartment,Antwerp,0,1.0
1875.0,1800s,To renovate,4.0,0,130.0,Anseremme,4.0,5500.0,150000.0,apartment,Namur,0,0.0
,,New,,0,89.0,Seraing,2.0,4100.0,214000.0,apartment,Liège,0,1.0
,,New,,0,101.0,Avelgem,2.0,8580.0,290000.0,apartment,West Flanders,0,0.0
,,New,,0,125.0,Liege,3.0,4000.0,369000.0,apartment,Liège,0,1.0
,,Normal,2.0,1,102.0,Laken,2.0,1020.0,319000.0,apartment,Brussels Capital Region,0,1.0
,,To renovate,,1,110.0,Dinant,3.0,5500.0,180000.0,residence,Namur,0,1.0
1963.0,1960s,Normal,,0,55.0,Middelkerke,1.0,8430.0,285000.0,apartment,West Flanders,0,0.0
,,nan,,0,,Lille,,2275.0,589000.0,nan,Antwerp,0,
2008.0,2000s,To renovate,,0,91.0,Athus,2.0,6791.0,215000.0,apartment,Luxembourg,0,0.0
1935.0,1930s,nan,4.0,1,278.0,Bree,3.0,3960.0,395000.0,residence,Limburg,0,1.0
1918.0,1910s,Normal,2.0,1,156.0,Ave-et-Auffe,4.0,5580.0,249000.0,residence,Namur,0,1.0
,,nan,2.0,0,120.0,Strombeek-Bever,3.0,1853.0,335000.0,apartment,Flemish Brabant,0,1.0
,,nan,2.0,1,169.0,Hasselt,3.0,3500.0,374000.0,residence,Limburg,0,1.0
,,New,4.0,0,88.0,Antwerp,1.0,2050.0,320000.0,apartment,Antwerp,0,1.0
1965.0,1960s,nan,2.0,0,130.0,Nivelles,1.0,1400.0,275000.0,residence,Walloon Brabant,0,0.0
2003.0,2000s,nan,4.0,1,216.0,Tongeren,4.0,3700.0,440000.0,residence,Limburg,0,0.0
1899.0,1800s,To renovate,3.0,1,117.0,Flémalle,3.0,4400.0,184000.0,residence,Liège,0,1.0
,,New,,1,94.0,Mons,2.0,7000.0,280000.0,apartment,Hainaut,0,1.0
,,New,,1,120.0,Hasselt,2.0,3500.0,451000.0,apartment,Limburg,0,1.0
,,nan,3.0,0,210.0,Marche-en-Famenne,5.0,6900.0,480000.0,residence,Luxembourg,0,1.0
2011.0,2010s,Excellent,2.0,1,150.0,Puurs-Sint-Amands,2.0,2870.0,395000.0,residence,Antwerp,0,1.0
2024.0,2020s,New,,0,83.0,Staden,2.0,8840.0,260000.0,apartment,West Flanders,0,1.0
,,New,,0,66.0,Avelgem,1.0,8580.0,215000.0,ground,West Flanders,0,1.0
,,nan,,1,179.0,Astene,3.0,9800.0,405000.0,residence,East Flanders,0,0.0
,,New,2.0,1,93.0,Sint-Truiden,2.0,3800.0,325000.0,apartment,Limburg,0,1.0
2010.0,2010s,Excellent,,1,210.0,Oudergem,3.0,1160.0,750000.0,apartment,Brussels Capital Region,0,1.0
1900.0,1900s,Excellent,2.0,0,80.0,Brussels,1.0,1000.0,595000.0,apartment,Brussels Capital Region,0,0.0
1969.0,1960s,Normal,2.0,0,78.0,Schaarbeek,1.0,1030.0,249000.0,apartment,Brussels Capital Region,0,0.0
,,New,3.0,1,162.0,Heusden-Zolder,2.0,3550.0,365000.0,duplex,Limburg,0,1.0
2025.0,2020s,nan,,1,104.0,Marche-en-Famenne,2.0,6900.0,296700.0,apartment,Luxembourg,0,1.0
1986.0,1980s,Excellent,4.0,1,260.0,Battice,3.0,4651.0,550000.0,villa,Liège,0,1.0
2019.0,2010s,Normal,2.0,0,115.0,Heppen,2.0,3971.0,319000.0,apartment,Limburg,0,1.0
,,Normal,4.0,1,175.0,Kortrijk,3.0,8500.0,419000.0,residence,West Flanders,0,1.0
,,Excellent,4.0,1,200.0,Barvaux-sur-Ourthe,4.0,6940.0,695000.0,villa,Luxembourg,0,1.0
,,Normal,2.0,0,215.0,Velaine,4.0,5060.0,299000.0,residence,Namur,0,
2011.0,2010s,Excellent,2.0,0,79.0,Vivegnis,2.0,4683.0,198000.0,apartment,Liège,0,0.0
,,To renovate,2.0,0,183.0,Elsene,3.0,1050.0,695000.0,apartment,Brussels Capital Region,0,1.0
,,nan,,1,120.0,Sainte-Cécile,2.0,6820.0,230000.0,villa,Luxembourg,0,1.0
,,New,4.0,0,79.0,Boncelles,1.0,4100.0,234000.0,apartment,Liège,0,1.0
2026.0,2020s,New,3.0,1,116.0,Ukkel,2.0,1180.0,492500.0,apartment,Brussels Capital Region,0,1.0
2002.0,2000s,Normal,,0,103.0,Langemark,2.0,8920.0,229000.0,ground,West Flanders,0,1.0
1974.0,1970s,Normal,2.0,1,181.0,Mortsel,3.0,2640.0,419000.0,residence,Antwerp,0,1.0
,,New,2.0,0,110.0,Aalst,2.0,9300.0,423500.0,apartment,East Flanders,0,1.0
2021.0,2020s,New,2.0,0,80.0,Ecaussinnes,2.0,7190.0,250000.0,apartment,Hainaut,0,1.0
2020.0,2020s,New,4.0,1,221.0,Saint-Léger,3.0,6747.0,499000.0,villa,Luxembourg,0,1.0
,,New,,0,87.0,Leopoldsburg,2.0,3970.0,295000.0,apartment,Limburg,0,1.0
,,New,,1,172.0,Geraardsbergen,3.0,9500.0,725500.0,apartment,East Flanders,0,1.0
1960.0,1960s,Normal,4.0,1,320.0,Ukkel,5.0,1180.0,1600000.0,residence,Brussels Capital Region,0,1.0
,,nan,,1,160.0,Ramskapelle,3.0,8620.0,355400.0,residence,West Flanders,0,0.0
2024.0,2020s,New,,0,89.0,Vorst,1.0,2430.0,250000.0,apartment,Antwerp,0,1.0
,,Normal,4.0,1,420.0,Freux,9.0,6800.0,749000.0,residence,Luxembourg,0,1.0
,,New,3.0,1,,Pelt,3.0,3900.0,355000.0,residence,Limburg,0,
1919.0,1910s,To renovate,2.0,1,103.0,Vosselaar,2.0,2350.0,219000.0,residence,Antwerp,0,1.0
,,nan,,0,100.0,Ciney,2.0,5590.0,370000.0,apartment,Namur,0,1.0
,,New,4.0,1,85.0,Laakdal,2.0,2430.0,227000.0,apartment,Antwerp,0,1.0
,,Fully renovated,4.0,1,490.0,Couvin,7.0,5660.0,899000.0,residence,Namur,1,1.0
1992.0,1990s,Normal,4.0,1,105.0,Westmeerbeek,2.0,2235.0,249000.0,residence,Antwerp,0,1.0
1970.0,1970s,To renovate,4.0,1,198.0,Beauvechain,4.0,1320.0,540000.0,villa,Walloon Brabant,0,1.0
2013.0,2010s,nan,2.0,0,,Koekelare,2.0,8680.0,289000.0,residence,West Flanders,0,1.0
1999.0,1990s,To renovate,2.0,0,74.0,Oostende,2.0,8400.0,246000.0,apartment,West Flanders,0,1.0
1976.0,1970s,Normal,4.0,1,184.0,Rochefort,3.0,5580.0,395000.0,residence,Namur,0,1.0
2024.0,2020s,New,3.0,0,73.0,Vosselaar,1.0,2350.0,292000.0,ground,Antwerp,0,1.0
,,New,4.0,1,91.0,Evere,2.0,1140.0,392000.0,apartment,Brussels Capital Region,0,1.0
,,New,4.0,1,82.0,Willebroek,2.0,2830.0,269000.0,apartment,Antwerp,0,1.0
1952.0,1950s,Normal,2.0,1,88.0,Berchem-Sainte-Agathe,2.0,1082.0,249000.0,ground,Brussels Capital Region,0,1.0
,,Fully renovated,,0,371.0,Bastogne,4.0,6600.0,550000.0,residence,Luxembourg,0,0.0
